Gene stable ID	Transcript stable ID
ENSG00000224647	ENST00000429771
ENSG00000109466	ENST00000226725
ENSG00000137962	ENST00000260526
ENSG00000156886	ENST00000389202
ENSG00000101350	ENST00000375712
ENSG00000277692	ENST00000612444
ENSG00000260757	ENST00000567545
ENSG00000148297	ENST00000343730
ENSG00000227832	ENST00000453250
ENSG00000286692	ENST00000659885
ENSG00000260464	ENST00000565336
ENSG00000237435	ENST00000442558
ENSG00000156885	ENST00000287490
ENSG00000277543	ENST00000615068
ENSG00000090661	ENST00000251363
ENSG00000176723	ENST00000315678
ENSG00000251584	ENST00000664316
ENSG00000261474	ENST00000569291
ENSG00000230064	ENST00000439130
ENSG00000260267	ENST00000564629
ENSG00000072818	ENST00000158762
ENSG00000148840	ENST00000278070
ENSG00000151729	ENST00000281456
ENSG00000271717	ENST00000605980
ENSG00000287544	ENST00000656694
ENSG00000231996	ENST00000412047
ENSG00000273204	ENST00000609247
ENSG00000248396	ENST00000511318
ENSG00000145864	ENST00000393959
ENSG00000280799	ENST00000630834
ENSG00000251482	ENST00000505898
ENSG00000263171	ENST00000572417
ENSG00000251200	ENST00000509956
ENSG00000250042	ENST00000509058
ENSG00000167775	ENST00000301458
ENSG00000250252	ENST00000668418
ENSG00000137767	ENST00000260324
ENSG00000167774	ENST00000598884
ENSG00000273972	ENST00000618734
ENSG00000140691	ENST00000268314
ENSG00000174282	ENST00000380599
ENSG00000259465	ENST00000560847
ENSG00000262500	ENST00000574657
ENSG00000262539	ENST00000571422
ENSG00000288643	ENST00000509663
ENSG00000265411	ENST00000579044
ENSG00000205089	ENST00000378731
ENSG00000204420	ENST00000649779
ENSG00000280132	ENST00000622954
ENSG00000187678	ENST00000434127
ENSG00000079739	ENST00000371084
ENSG00000260075	ENST00000570034
ENSG00000266497	ENST00000582765
ENSG00000265315	ENST00000578752
ENSG00000232300	ENST00000458392
ENSG00000263934	ENST00000584923
ENSG00000264940	ENST00000580533
ENSG00000105971	ENST00000222693
ENSG00000164830	ENST00000517566
ENSG00000236022	ENST00000428348
ENSG00000148303	ENST00000323345
ENSG00000089053	ENST00000261819
ENSG00000263206	ENST00000574386
ENSG00000038002	ENST00000264595
ENSG00000166197	ENST00000605788
ENSG00000196670	ENST00000502412
ENSG00000281856	ENST00000628484
ENSG00000267855	ENST00000301457
ENSG00000235397	ENST00000451099
ENSG00000221540	ENST00000408613
ENSG00000286799	ENST00000655381
ENSG00000287932	ENST00000661747
ENSG00000236460	ENST00000424553
ENSG00000117154	ENST00000251296
ENSG00000250829	ENST00000507644
ENSG00000250547	ENST00000509840
ENSG00000206611	ENST00000383884
ENSG00000200831	ENST00000363961
ENSG00000199744	ENST00000362874
ENSG00000252542	ENST00000516733
ENSG00000250910	ENST00000630664
ENSG00000131446	ENST00000307826
ENSG00000243144	ENST00000418395
ENSG00000162377	ENST00000371538
ENSG00000213744	ENST00000440748
ENSG00000233927	ENST00000600659
ENSG00000231556	ENST00000449255
ENSG00000257940	ENST00000548691
ENSG00000239648	ENST00000484956
ENSG00000257603	ENST00000552413
ENSG00000226624	ENST00000442083
ENSG00000258115	ENST00000548885
ENSG00000224613	ENST00000662345
ENSG00000268884	ENST00000596405
ENSG00000102100	ENST00000247138
ENSG00000215871	ENST00000401024
ENSG00000287372	ENST00000653744
ENSG00000232542	ENST00000424982
ENSG00000275905	ENST00000617737
ENSG00000287289	ENST00000670718
ENSG00000254146	ENST00000520062
ENSG00000287208	ENST00000664876
ENSG00000128590	ENST00000249356
ENSG00000286766	ENST00000657188
ENSG00000242635	ENST00000473701
ENSG00000148290	ENST00000371974
ENSG00000248913	ENST00000512887
ENSG00000250475	ENST00000513850
ENSG00000116774	ENST00000320334
ENSG00000174697	ENST00000308868
ENSG00000287756	ENST00000666715
ENSG00000284652	ENST00000641006
ENSG00000119915	ENST00000370005
ENSG00000230520	ENST00000429245
ENSG00000230682	ENST00000448626
ENSG00000184489	ENST00000521578
ENSG00000107859	ENST00000370002
ENSG00000023909	ENST00000370238
ENSG00000228816	ENST00000432033
ENSG00000234163	ENST00000422184
ENSG00000164031	ENST00000442697
ENSG00000229878	ENST00000423444
ENSG00000235962	ENST00000468834
ENSG00000148291	ENST00000371964
ENSG00000287325	ENST00000667112
ENSG00000234182	ENST00000439575
ENSG00000287560	ENST00000658425
ENSG00000273001	ENST00000607898
ENSG00000278419	ENST00000441377
ENSG00000171456	ENST00000375687
ENSG00000167772	ENST00000301455
ENSG00000237399	ENST00000598280
ENSG00000214415	ENST00000398291
ENSG00000236968	ENST00000445932
ENSG00000182979	ENST00000331320
ENSG00000227338	ENST00000436340
ENSG00000273489	ENST00000610193
ENSG00000287428	ENST00000657119
ENSG00000233805	ENST00000426885
ENSG00000091428	ENST00000397081
ENSG00000252252	ENST00000516443
ENSG00000102096	ENST00000376509
ENSG00000248315	ENST00000502312
ENSG00000153140	ENST00000283122
ENSG00000234173	ENST00000422842
ENSG00000237896	ENST00000431501
ENSG00000224697	ENST00000443423
ENSG00000221594	ENST00000408667
ENSG00000170786	ENST00000303749
ENSG00000287186	ENST00000670490
ENSG00000236744	ENST00000457975
ENSG00000265390	ENST00000585029
ENSG00000223800	ENST00000453639
ENSG00000137203	ENST00000379613
ENSG00000228048	ENST00000427182
ENSG00000236993	ENST00000450301
ENSG00000270541	ENST00000605671
ENSG00000225572	ENST00000452714
ENSG00000071794	ENST00000310053
ENSG00000158555	ENST00000336898
ENSG00000166484	ENST00000395604
ENSG00000225308	ENST00000441309
ENSG00000183444	ENST00000442908
ENSG00000239718	ENST00000492461
ENSG00000201031	ENST00000364161
ENSG00000186676	ENST00000457231
ENSG00000240511	ENST00000475771
ENSG00000257270	ENST00000552675
ENSG00000254460	ENST00000533740
ENSG00000185236	ENST00000328024
ENSG00000255326	ENST00000527803
ENSG00000255434	ENST00000532553
ENSG00000254630	ENST00000530435
ENSG00000268931	ENST00000595706
ENSG00000255280	ENST00000526967
ENSG00000279827	ENST00000623944
ENSG00000179562	ENST00000321407
ENSG00000111144	ENST00000228740
ENSG00000279078	ENST00000623342
ENSG00000205174	ENST00000624695
ENSG00000145431	ENST00000502773
ENSG00000225358	ENST00000413533
ENSG00000234387	ENST00000451103
ENSG00000068308	ENST00000376488
ENSG00000213483	ENST00000445374
ENSG00000166391	ENST00000198801
ENSG00000263993	ENST00000579130
ENSG00000247867	ENST00000499390
ENSG00000254826	ENST00000524768
ENSG00000254814	ENST00000534354
ENSG00000200256	ENST00000363386
ENSG00000197183	ENST00000621426
ENSG00000199362	ENST00000362492
ENSG00000287349	ENST00000653139
ENSG00000249943	ENST00000515331
ENSG00000248637	ENST00000513791
ENSG00000286720	ENST00000671146
ENSG00000106013	ENST00000265224
ENSG00000236772	ENST00000442179
ENSG00000279155	ENST00000624323
ENSG00000286311	ENST00000664871
ENSG00000278880	ENST00000624427
ENSG00000223309	ENST00000411377
ENSG00000248694	ENST00000513255
ENSG00000148248	ENST00000371989
ENSG00000277301	ENST00000620523
ENSG00000250997	ENST00000515689
ENSG00000270265	ENST00000603264
ENSG00000248880	ENST00000512800
ENSG00000248601	ENST00000506926
ENSG00000163755	ENST00000296051
ENSG00000175305	ENST00000308108
ENSG00000102057	ENST00000218176
ENSG00000275387	ENST00000618033
ENSG00000221750	ENST00000408823
ENSG00000242049	ENST00000471626
ENSG00000069702	ENST00000212355
ENSG00000232185	ENST00000441051
ENSG00000182132	ENST00000328939
ENSG00000244300	ENST00000669945
ENSG00000230489	ENST00000438318
ENSG00000228399	ENST00000455561
ENSG00000236776	ENST00000446654
ENSG00000224685	ENST00000435130
ENSG00000239405	ENST00000474255
ENSG00000286806	ENST00000662068
ENSG00000287076	ENST00000659815
ENSG00000166482	ENST00000299610
ENSG00000237480	ENST00000634380
ENSG00000287196	ENST00000660817
ENSG00000176269	ENST00000320901
ENSG00000180053	ENST00000325017
ENSG00000180190	ENST00000324079
ENSG00000198870	ENST00000371957
ENSG00000271252	ENST00000603401
ENSG00000230427	ENST00000451611
ENSG00000140682	ENST00000394863
ENSG00000235794	ENST00000433774
ENSG00000286758	ENST00000662514
ENSG00000237337	ENST00000442477
ENSG00000233983	ENST00000432923
ENSG00000186522	ENST00000397712
ENSG00000182809	ENST00000329146
ENSG00000196562	ENST00000688720
ENSG00000147650	ENST00000276654
ENSG00000128482	ENST00000461366
ENSG00000253854	ENST00000520562
ENSG00000265126	ENST00000579897
ENSG00000253722	ENST00000517998
ENSG00000279331	ENST00000623283
ENSG00000253848	ENST00000523945
ENSG00000253931	ENST00000523002
ENSG00000254338	ENST00000519762
ENSG00000236651	ENST00000448117
ENSG00000235979	ENST00000629746
ENSG00000182759	ENST00000333480
ENSG00000163902	ENST00000296255
ENSG00000227078	ENST00000437646
ENSG00000283675	ENST00000636729
ENSG00000189343	ENST00000458332
ENSG00000231477	ENST00000435953
ENSG00000228331	ENST00000422360
ENSG00000277250	ENST00000620153
ENSG00000112782	ENST00000339561
ENSG00000242551	ENST00000466990
ENSG00000207130	ENST00000384401
ENSG00000239503	ENST00000476069
ENSG00000198685	ENST00000356020
ENSG00000241535	ENST00000468470
ENSG00000138592	ENST00000307179
ENSG00000148300	ENST00000371942
ENSG00000014164	ENST00000262577
ENSG00000287576	ENST00000653168
ENSG00000179021	ENST00000318887
ENSG00000254859	ENST00000530600
ENSG00000275558	ENST00000408472
ENSG00000172878	ENST00000315796
ENSG00000242159	ENST00000465687
ENSG00000232830	ENST00000468519
ENSG00000137275	ENST00000259808
ENSG00000282978	ENST00000635481
ENSG00000201554	ENST00000364684
ENSG00000175841	ENST00000487497
ENSG00000107959	ENST00000224949
ENSG00000237786	ENST00000446001
ENSG00000218265	ENST00000406274
ENSG00000202351	ENST00000365481
ENSG00000081154	ENST00000265260
ENSG00000149257	ENST00000358171
ENSG00000236832	ENST00000448468
ENSG00000113282	ENST00000411809
ENSG00000235651	ENST00000413279
ENSG00000274353	ENST00000621194
ENSG00000287771	ENST00000657796
ENSG00000074527	ENST00000343702
ENSG00000179148	ENST00000448843
ENSG00000225921	ENST00000451315
ENSG00000140675	ENST00000330498
ENSG00000242299	ENST00000496294
ENSG00000243396	ENST00000477747
ENSG00000252348	ENST00000516539
ENSG00000256811	ENST00000543848
ENSG00000212319	ENST00000391017
ENSG00000201511	ENST00000364641
ENSG00000201121	ENST00000364251
ENSG00000256151	ENST00000542980
ENSG00000231845	ENST00000494195
ENSG00000260633	ENST00000568384
ENSG00000160325	ENST00000316948
ENSG00000252376	ENST00000516567
ENSG00000257294	ENST00000552378
ENSG00000185527	ENST00000331056
ENSG00000287237	ENST00000670207
ENSG00000242737	ENST00000495139
ENSG00000214289	ENST00000512505
ENSG00000248377	ENST00000515212
ENSG00000214288	ENST00000511263
ENSG00000258140	ENST00000548266
ENSG00000249691	ENST00000509658
ENSG00000204237	ENST00000374741
ENSG00000136535	ENST00000389554
ENSG00000213145	ENST00000392531
ENSG00000288566	ENST00000663204
ENSG00000202297	ENST00000365427
ENSG00000010017	ENST00000011619
ENSG00000232709	ENST00000430958
ENSG00000286795	ENST00000656662
ENSG00000286316	ENST00000657577
ENSG00000266617	ENST00000577768
ENSG00000170236	ENST00000532404
ENSG00000185298	ENST00000329214
ENSG00000166927	ENST00000300184
ENSG00000182263	ENST00000333129
ENSG00000257341	ENST00000477724
ENSG00000130589	ENST00000467148
ENSG00000230646	ENST00000416807
ENSG00000238004	ENST00000432599
ENSG00000231567	ENST00000449129
ENSG00000277784	ENST00000616843
ENSG00000275902	ENST00000620344
ENSG00000234060	ENST00000415977
ENSG00000144158	ENST00000272567
ENSG00000233869	ENST00000442177
ENSG00000230569	ENST00000412593
ENSG00000286100	ENST00000650868
ENSG00000236211	ENST00000419523
ENSG00000091128	ENST00000388781
ENSG00000110801	ENST00000541212
ENSG00000224231	ENST00000446520
ENSG00000237844	ENST00000429636
ENSG00000174611	ENST00000423778
ENSG00000240677	ENST00000477911
ENSG00000130340	ENST00000392185
ENSG00000236340	ENST00000667616
ENSG00000234361	ENST00000411838
ENSG00000262814	ENST00000333676
ENSG00000229502	ENST00000422776
ENSG00000236324	ENST00000446768
ENSG00000279429	ENST00000623016
ENSG00000220867	ENST00000405341
ENSG00000252658	ENST00000516849
ENSG00000232199	ENST00000432928
ENSG00000262660	ENST00000571730
ENSG00000160326	ENST00000371899
ENSG00000140688	ENST00000327237
ENSG00000197214	ENST00000449716
ENSG00000166913	ENST00000353703
ENSG00000228376	ENST00000436355
ENSG00000228038	ENST00000411675
ENSG00000286982	ENST00000656103
ENSG00000213612	ENST00000395253
ENSG00000104518	ENST00000262580
ENSG00000253087	ENST00000517278
ENSG00000277103	ENST00000618889
ENSG00000201413	ENST00000364543
ENSG00000099783	ENST00000325495
ENSG00000252721	ENST00000516912
ENSG00000242375	ENST00000416066
ENSG00000232901	ENST00000417973
ENSG00000188801	ENST00000568013
ENSG00000235494	ENST00000658061
ENSG00000254483	ENST00000532209
ENSG00000206567	ENST00000383808
ENSG00000198198	ENST00000634258
ENSG00000166928	ENST00000300187
ENSG00000229217	ENST00000436426
ENSG00000260740	ENST00000565137
ENSG00000211584	ENST00000442218
ENSG00000072080	ENST00000168148
ENSG00000224709	ENST00000415975
ENSG00000286476	ENST00000667988
ENSG00000171509	ENST00000307765
ENSG00000229066	ENST00000438963
ENSG00000232292	ENST00000456501
ENSG00000163705	ENST00000450660
ENSG00000169877	ENST00000302312
ENSG00000231099	ENST00000433925
ENSG00000272211	ENST00000606818
ENSG00000287149	ENST00000652826
ENSG00000254999	ENST00000530758
ENSG00000261475	ENST00000659783
ENSG00000287086	ENST00000660063
ENSG00000230343	ENST00000451098
ENSG00000261648	ENST00000566641
ENSG00000183048	ENST00000350690
ENSG00000213547	ENST00000424940
ENSG00000287900	ENST00000654516
ENSG00000279218	ENST00000622975
ENSG00000260883	ENST00000566443
ENSG00000278885	ENST00000624568
ENSG00000226131	ENST00000440938
ENSG00000286045	ENST00000652200
ENSG00000261614	ENST00000566722
ENSG00000133246	ENST00000423345
ENSG00000260010	ENST00000562403
ENSG00000237185	ENST00000412929
ENSG00000232555	ENST00000667725
ENSG00000283698	ENST00000636742
ENSG00000233939	ENST00000439114
ENSG00000101104	ENST00000217073
ENSG00000272519	ENST00000606960
ENSG00000223976	ENST00000446218
ENSG00000204839	ENST00000398882
ENSG00000166930	ENST00000300190
ENSG00000198839	ENST00000361822
ENSG00000225183	ENST00000444055
ENSG00000086200	ENST00000325324
ENSG00000230402	ENST00000416343
ENSG00000186765	ENST00000417245
ENSG00000176984	ENST00000319763
ENSG00000134070	ENST00000256458
ENSG00000255050	ENST00000531730
ENSG00000119912	ENST00000265986
ENSG00000272410	ENST00000437082
ENSG00000133250	ENST00000393927
ENSG00000231177	ENST00000475197
ENSG00000172965	ENST00000645030
ENSG00000184232	ENST00000328965
ENSG00000268618	ENST00000598703
ENSG00000113555	ENST00000231484
ENSG00000105467	ENST00000344846
ENSG00000185274	ENST00000333538
ENSG00000250150	ENST00000509096
ENSG00000250739	ENST00000513681
ENSG00000225356	ENST00000511599
ENSG00000249409	ENST00000506100
ENSG00000286119	ENST00000652069
ENSG00000270336	ENST00000604961
ENSG00000250620	ENST00000503677
ENSG00000249747	ENST00000515222
ENSG00000092439	ENST00000646667
ENSG00000105438	ENST00000330720
ENSG00000272447	ENST00000605920
ENSG00000272218	ENST00000606881
ENSG00000214695	ENST00000456716
ENSG00000204437	ENST00000458273
ENSG00000113119	ENST00000394671
ENSG00000214584	ENST00000398621
ENSG00000283913	ENST00000453174
ENSG00000227249	ENST00000434698
ENSG00000283101	ENST00000634565
ENSG00000242600	ENST00000497731
ENSG00000136943	ENST00000259470
ENSG00000167011	ENST00000300303
ENSG00000259684	ENST00000558237
ENSG00000288645	ENST00000676296
ENSG00000243027	ENST00000469282
ENSG00000279665	ENST00000624738
ENSG00000137709	ENST00000543440
ENSG00000259773	ENST00000558317
ENSG00000241130	ENST00000470304
ENSG00000208003	ENST00000385268
ENSG00000179443	ENST00000433495
ENSG00000236110	ENST00000422137
ENSG00000259546	ENST00000560873
ENSG00000133661	ENST00000372292
ENSG00000259649	ENST00000560560
ENSG00000273372	ENST00000608229
ENSG00000235924	ENST00000424200
ENSG00000225100	ENST00000456300
ENSG00000229616	ENST00000417217
ENSG00000224760	ENST00000455013
ENSG00000236217	ENST00000418167
ENSG00000227515	ENST00000455429
ENSG00000184408	ENST00000331113
ENSG00000078269	ENST00000355585
ENSG00000259541	ENST00000558822
ENSG00000230091	ENST00000412298
ENSG00000105447	ENST00000253237
ENSG00000274303	ENST00000621414
ENSG00000256116	ENST00000534988
ENSG00000282432	ENST00000633717
ENSG00000025772	ENST00000372813
ENSG00000252021	ENST00000516212
ENSG00000182324	ENST00000342291
ENSG00000157017	ENST00000335542
ENSG00000285642	ENST00000649179
ENSG00000268530	ENST00000593476
ENSG00000103502	ENST00000219789
ENSG00000233496	ENST00000442328
ENSG00000236164	ENST00000438738
ENSG00000268465	ENST00000595676
ENSG00000287603	ENST00000666424
ENSG00000117899	ENST00000261758
ENSG00000260619	ENST00000563737
ENSG00000124134	ENST00000537075
ENSG00000265855	ENST00000581410
ENSG00000277782	ENST00000620635
ENSG00000173457	ENST00000309318
ENSG00000257086	ENST00000545800
ENSG00000067445	ENST00000173898
ENSG00000232982	ENST00000431457
ENSG00000226442	ENST00000437967
ENSG00000168703	ENST00000372785
ENSG00000088002	ENST00000201586
ENSG00000184903	ENST00000405709
ENSG00000234446	ENST00000658881
ENSG00000261298	ENST00000569111
ENSG00000223921	ENST00000451117
ENSG00000257069	ENST00000539086
ENSG00000225394	ENST00000418805
ENSG00000207024	ENST00000384297
ENSG00000236564	ENST00000415616
ENSG00000278713	ENST00000611923
ENSG00000124102	ENST00000243924
ENSG00000156206	ENST00000286732
ENSG00000122707	ENST00000377966
ENSG00000177202	ENST00000321762
ENSG00000279834	ENST00000625077
ENSG00000259461	ENST00000559213
ENSG00000285667	ENST00000648837
ENSG00000124233	ENST00000372781
ENSG00000219435	ENST00000328404
ENSG00000116793	ENST00000369604
ENSG00000124157	ENST00000372769
ENSG00000227477	ENST00000434401
ENSG00000112818	ENST00000230588
ENSG00000237719	ENST00000453556
ENSG00000240288	ENST00000439539
ENSG00000276678	ENST00000610995
ENSG00000276730	ENST00000616606
ENSG00000147813	ENST00000449291
ENSG00000238122	ENST00000438965
ENSG00000260879	ENST00000564063
ENSG00000283354	ENST00000637607
ENSG00000232918	ENST00000442943
ENSG00000236360	ENST00000414168
ENSG00000183298	ENST00000431241
ENSG00000146955	ENST00000537763
ENSG00000133678	ENST00000372281
ENSG00000234332	ENST00000425064
ENSG00000286921	ENST00000663362
ENSG00000185347	ENST00000392523
ENSG00000174939	ENST00000308748
ENSG00000126432	ENST00000265462
ENSG00000151612	ENST00000508784
ENSG00000279789	ENST00000623731
ENSG00000247735	ENST00000450909
ENSG00000279605	ENST00000623257
ENSG00000254741	ENST00000529247
ENSG00000179886	ENST00000504548
ENSG00000117525	ENST00000334047
ENSG00000279399	ENST00000624025
ENSG00000230171	ENST00000417197
ENSG00000184986	ENST00000392519
ENSG00000104524	ENST00000495276
ENSG00000225079	ENST00000456305
ENSG00000226483	ENST00000428364
ENSG00000224238	ENST00000423984
ENSG00000229537	ENST00000641890
ENSG00000198420	ENST00000479870
ENSG00000230157	ENST00000448724
ENSG00000234402	ENST00000415014
ENSG00000162699	ENST00000440278
ENSG00000108469	ENST00000317905
ENSG00000287183	ENST00000665695
ENSG00000250704	ENST00000505586
ENSG00000211890	ENST00000497872
ENSG00000063177	ENST00000549920
ENSG00000211891	ENST00000641420
ENSG00000197410	ENST00000357232
ENSG00000156711	ENST00000211287
ENSG00000259120	ENST00000579469
ENSG00000211892	ENST00000641978
ENSG00000268093	ENST00000600303
ENSG00000246982	ENST00000526611
ENSG00000274172	ENST00000616769
ENSG00000114948	ENST00000264377
ENSG00000099284	ENST00000373255
ENSG00000162692	ENST00000294728
ENSG00000211893	ENST00000641095
ENSG00000168071	ENST00000356786
ENSG00000203914	ENST00000415545
ENSG00000277030	ENST00000616772
ENSG00000270457	ENST00000604999
ENSG00000203858	ENST00000457615
ENSG00000253364	ENST00000497397
ENSG00000231987	ENST00000435311
ENSG00000228057	ENST00000425785
ENSG00000101109	ENST00000372806
ENSG00000261593	ENST00000567218
ENSG00000144228	ENST00000280098
ENSG00000224445	ENST00000635551
ENSG00000229842	ENST00000438531
ENSG00000086717	ENST00000470157
ENSG00000270631	ENST00000605135
ENSG00000229201	ENST00000435832
ENSG00000159921	ENST00000642385
ENSG00000204460	ENST00000375987
ENSG00000223611	ENST00000486479
ENSG00000214124	ENST00000436794
ENSG00000181656	ENST00000315033
ENSG00000197157	ENST00000354725
ENSG00000148734	ENST00000277942
ENSG00000226762	ENST00000669318
ENSG00000215545	ENST00000400549
ENSG00000237929	ENST00000458430
ENSG00000122481	ENST00000370202
ENSG00000229326	ENST00000432914
ENSG00000236121	ENST00000433254
ENSG00000235047	ENST00000453206
ENSG00000288657	ENST00000662361
ENSG00000215283	ENST00000433260
ENSG00000252649	ENST00000516840
ENSG00000237784	ENST00000430199
ENSG00000212717	ENST00000602356
ENSG00000131068	ENST00000253381
ENSG00000212134	ENST00000390832
ENSG00000164142	ENST00000435205
ENSG00000063176	ENST00000245222
ENSG00000278359	ENST00000615925
ENSG00000067992	ENST00000379162
ENSG00000119414	ENST00000373547
ENSG00000180483	ENST00000376321
ENSG00000183092	ENST00000554140
ENSG00000280350	ENST00000624692
ENSG00000278410	ENST00000621402
ENSG00000237682	ENST00000392722
ENSG00000232630	ENST00000430496
ENSG00000235332	ENST00000444599
ENSG00000258566	ENST00000557720
ENSG00000258569	ENST00000556271
ENSG00000104522	ENST00000425753
ENSG00000168564	ENST00000504169
ENSG00000125813	ENST00000613128
ENSG00000285230	ENST00000663279
ENSG00000105880	ENST00000648378
ENSG00000126947	ENST00000372829
ENSG00000136542	ENST00000259056
ENSG00000273449	ENST00000609356
ENSG00000249162	ENST00000508710
ENSG00000248548	ENST00000514997
ENSG00000287822	ENST00000654308
ENSG00000235716	ENST00000435568
ENSG00000288040	ENST00000668838
ENSG00000283383	ENST00000636764
ENSG00000249458	ENST00000510203
ENSG00000156222	ENST00000394573
ENSG00000204380	ENST00000342892
ENSG00000250666	ENST00000503609
ENSG00000157020	ENST00000350697
ENSG00000279139	ENST00000624241
ENSG00000280219	ENST00000623125
ENSG00000286539	ENST00000665990
ENSG00000249525	ENST00000513885
ENSG00000105516	ENST00000222122
ENSG00000198960	ENST00000361910
ENSG00000240992	ENST00000487908
ENSG00000286505	ENST00000657848
ENSG00000188383	ENST00000445404
ENSG00000183309	ENST00000526926
ENSG00000207037	ENST00000384310
ENSG00000223973	ENST00000449539
ENSG00000212388	ENST00000391086
ENSG00000271044	ENST00000604365
ENSG00000071246	ENST00000167106
ENSG00000229203	ENST00000437330
ENSG00000229209	ENST00000422683
ENSG00000179059	ENST00000326866
ENSG00000229779	ENST00000458254
ENSG00000136933	ENST00000373538
ENSG00000249127	ENST00000505004
ENSG00000230173	ENST00000447194
ENSG00000286734	ENST00000669259
ENSG00000287451	ENST00000668438
ENSG00000279098	ENST00000623099
ENSG00000259081	ENST00000556368
ENSG00000175509	ENST00000419351
ENSG00000258610	ENST00000553758
ENSG00000237035	ENST00000448977
ENSG00000258301	ENST00000556072
ENSG00000198162	ENST00000356554
ENSG00000150093	ENST00000302278
ENSG00000238198	ENST00000421157
ENSG00000152128	ENST00000281924
ENSG00000264534	ENST00000578876
ENSG00000237856	ENST00000435441
ENSG00000096070	ENST00000357641
ENSG00000063180	ENST00000084798
ENSG00000171517	ENST00000370611
ENSG00000224424	ENST00000655796
ENSG00000196096	ENST00000360083
ENSG00000228852	ENST00000630835
ENSG00000013523	ENST00000251089
ENSG00000203864	ENST00000624685
ENSG00000233482	ENST00000439455
ENSG00000044574	ENST00000324460
ENSG00000232871	ENST00000473944
ENSG00000162302	ENST00000334205
ENSG00000230250	ENST00000671610
ENSG00000232878	ENST00000422980
ENSG00000176920	ENST00000425340
ENSG00000286437	ENST00000665762
ENSG00000102401	ENST00000471229
ENSG00000241081	ENST00000469811
ENSG00000223174	ENST00000411242
ENSG00000259058	ENST00000553991
ENSG00000285966	ENST00000647580
ENSG00000239705	ENST00000468244
ENSG00000214593	ENST00000453641
ENSG00000266553	ENST00000582228
ENSG00000200554	ENST00000363684
ENSG00000228275	ENST00000454228
ENSG00000227845	ENST00000416693
ENSG00000243225	ENST00000488511
ENSG00000274510	ENST00000618720
ENSG00000261101	ENST00000564612
ENSG00000252313	ENST00000516504
ENSG00000225347	ENST00000422717
ENSG00000207291	ENST00000384561
ENSG00000119669	ENST00000238647
ENSG00000286000	ENST00000651012
ENSG00000273729	ENST00000619017
ENSG00000246548	ENST00000500215
ENSG00000258473	ENST00000554043
ENSG00000258819	ENST00000660008
ENSG00000143079	ENST00000271277
ENSG00000287004	ENST00000658879
ENSG00000176909	ENST00000318083
ENSG00000232450	ENST00000413412
ENSG00000004059	ENST00000000233
ENSG00000223575	ENST00000450122
ENSG00000189325	ENST00000437635
ENSG00000178537	ENST00000319017
ENSG00000182168	ENST00000453304
ENSG00000131061	ENST00000375200
ENSG00000230768	ENST00000600656
ENSG00000221273	ENST00000408346
ENSG00000231492	ENST00000449694
ENSG00000181908	ENST00000316124
ENSG00000286816	ENST00000670317
ENSG00000232500	ENST00000444862
ENSG00000237363	ENST00000446065
ENSG00000221883	ENST00000647812
ENSG00000235236	ENST00000415982
ENSG00000223343	ENST00000452042
ENSG00000273211	ENST00000609473
ENSG00000235202	ENST00000664471
ENSG00000234639	ENST00000441193
ENSG00000272715	ENST00000610171
ENSG00000235038	ENST00000419596
ENSG00000161526	ENST00000584667
ENSG00000100565	ENST00000689127
ENSG00000196937	ENST00000359943
ENSG00000168065	ENST00000301891
ENSG00000105518	ENST00000354882
ENSG00000143093	ENST00000369795
ENSG00000184867	ENST00000356824
ENSG00000230268	ENST00000473520
ENSG00000166165	ENST00000348956
ENSG00000178467	ENST00000383729
ENSG00000223753	ENST00000454247
ENSG00000149925	ENST00000642816
ENSG00000212584	ENST00000391282
ENSG00000226415	ENST00000420977
ENSG00000285416	ENST00000644215
ENSG00000248672	ENST00000504764
ENSG00000259094	ENST00000556770
ENSG00000010030	ENST00000340181
ENSG00000231682	ENST00000439798
ENSG00000228111	ENST00000413105
ENSG00000229701	ENST00000440805
ENSG00000074071	ENST00000397375
ENSG00000235724	ENST00000652531
ENSG00000264829	ENST00000583910
ENSG00000183401	ENST00000458408
ENSG00000264270	ENST00000585020
ENSG00000081800	ENST00000194130
ENSG00000256053	ENST00000409074
ENSG00000233045	ENST00000429515
ENSG00000235056	ENST00000418387
ENSG00000112983	ENST00000254900
ENSG00000224666	ENST00000411643
ENSG00000237468	ENST00000419168
ENSG00000273719	ENST00000615810
ENSG00000169249	ENST00000307771
ENSG00000207431	ENST00000384700
ENSG00000228283	ENST00000453433
ENSG00000227748	ENST00000661207
ENSG00000151718	ENST00000403733
ENSG00000085491	ENST00000565488
ENSG00000272397	ENST00000606686
ENSG00000173928	ENST00000674460
ENSG00000196440	ENST00000423738
ENSG00000215319	ENST00000400019
ENSG00000173947	ENST00000369738
ENSG00000230326	ENST00000432945
ENSG00000197891	ENST00000377574
ENSG00000206844	ENST00000384117
ENSG00000234469	ENST00000445307
ENSG00000225076	ENST00000430057
ENSG00000164953	ENST00000453321
ENSG00000250357	ENST00000504874
ENSG00000184905	ENST00000372780
ENSG00000251632	ENST00000507365
ENSG00000162032	ENST00000566339
ENSG00000226962	ENST00000423911
ENSG00000122729	ENST00000309951
ENSG00000230434	ENST00000664351
ENSG00000230718	ENST00000441166
ENSG00000237410	ENST00000433606
ENSG00000184515	ENST00000333643
