Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
KIRREL	-1.43334644	-0.45530475	-1.00137294	Autosome	Autosome	ENST00000359209
KIRREL2	-5.99209587	-2.23871518	-3.38429771	Autosome	Autosome	ENST00000360202
KIRREL3	-5.93571915	-1.78581684	-2.38535882	Autosome	Autosome	ENST00000525144
KISS1	-6.12477236	-0.26930807	-1.22796717	Autosome	Autosome	ENST00000367194
KISS1R	-6.1207097	-1.00841208	-1.77525672	Autosome	Autosome	ENST00000234371
KIT	-1.34299374	-0.41005627	-0.91914576	Autosome	Autosome	ENST00000288135
KITLG	-6.14654217	-2.06204187	-3.26710866	Autosome	Autosome	ENST00000228280
KL	-2.9391574	-1.24379049	-1.7377249	Autosome	Autosome	ENST00000380099
KLB	-1.85960252	-1.15972834	-1.48145891	Autosome	Autosome	ENST00000257408
KLC1	-1.93498121	-1.0084981	-1.45405868	Autosome	Autosome	ENST00000452929
KLC2	-1.79694755	-0.87211964	-1.3312188	Autosome	Autosome	ENST00000417856
KLC3	-6.09543827	-2.1222214	-3.35167521	Autosome	Autosome	ENST00000391946
KLC4	-5.79471421	-1.53218049	-2.2380411	Autosome	Autosome	ENST00000259708
KLF1	-6.13840595	-1.74680955	-2.53627823	Autosome	Autosome	ENST00000264834
KLF10	-2.08848264	-0.2755827	-1.16721508	Autosome	Autosome	ENST00000285407
KLF11	-5.53483861	-0.99483758	-1.76165483	Autosome	Autosome	ENST00000305883
KLF12	-1.38625508	-0.09701776	-0.65945173	Autosome	Autosome	ENST00000377669
KLF13	-5.60384868	-0.03715827	-0.98255769	Autosome	Autosome	ENST00000307145
KLF14	-6.14328055	-1.26032423	-2.20941716	Autosome	Autosome	ENST00000310992
KLF15	-4.68508708	-0.21261873	-1.28793133	Autosome	Autosome	ENST00000296233
KLF17	-6.19985147	-2.30446797	-4.04356078	Autosome	Autosome	ENST00000372299
KLF2	-4.35217418	-0.00878204	-0.89847061	Autosome	Autosome	ENST00000248071
KLF3	-1.43439776	-0.09523875	-0.70541542	Autosome	Autosome	ENST00000261438
KLF4	-1.3518287	-0.09431989	-0.60702902	Autosome	Autosome	ENST00000374672
KLF5	-1.37630763	-0.0978661	-0.6974037	Autosome	Autosome	ENST00000377687
KLF6	-1.52976564	-0.09190664	-0.70376153	Autosome	Autosome	ENST00000497571
KLF7	-1.51127792	-0.09133993	-0.76654783	Autosome	Autosome	ENST00000309446
KLF8	-5.45290339	-0.31392698	-1.32550376	non-par X	X (Other non-PAR)	ENST00000468660
KLF9	-4.60953812	-0.00859651	-0.88077986	Autosome	Autosome	ENST00000377126
KLHDC1	-6.04088033	-2.02184512	-3.41724785	Autosome	Autosome	ENST00000359332
KLHDC10	-1.08574949	-0.07481884	-0.52287675	Autosome	Autosome	ENST00000335420
KLHDC2	-6.04596614	-1.91950701	-2.59984601	Autosome	Autosome	ENST00000298307
KLHDC3	-1.25003551	-0.08609142	-0.59697568	Autosome	Autosome	ENST00000326974
KLHDC4	-6.11206052	-2.21289895	-3.73284443	Autosome	Autosome	ENST00000270583
KLHDC7A	-6.19849886	-2.26351532	-3.75167481	Autosome	Autosome	ENST00000400664
KLHDC7B	-6.06258296	-1.78255624	-2.47406144	Autosome	Autosome	ENST00000395676
KLHDC8A	-6.18826386	-2.28054372	-3.31184947	Autosome	Autosome	ENST00000367156
KLHDC8B	-6.05136804	-1.46370181	-2.07098462	Autosome	Autosome	ENST00000332780
KLHDC9	-6.1406576	-2.15106429	-3.6349924	Autosome	Autosome	ENST00000368011
KLHL1	-5.0448274	-1.16423106	-1.86336408	Autosome	Autosome	ENST00000377844
KLHL10	-1.25068851	-0.08657169	-0.62927054	Autosome	Autosome	ENST00000293303
KLHL11	-2.03956348	-0.92543519	-1.43321177	Autosome	Autosome	ENST00000319121
KLHL12	-1.93032006	-0.90662729	-1.41228198	Autosome	Autosome	ENST00000367261
KLHL13	-2.03311482	-0.70748521	-1.35233214	non-par X	X (Other non-PAR)	ENST00000539496
KLHL14	-1.76690897	-0.75258956	-1.26138263	Autosome	Autosome	ENST00000359358
KLHL15	-1.22191425	-0.05754182	-0.44198247	non-par X	X (Other non-PAR)	ENST00000328046
KLHL17	-5.98366612	-1.74991701	-2.50995965	Autosome	Autosome	ENST00000338591
KLHL18	-1.96981632	-0.78443968	-1.37159919	Autosome	Autosome	ENST00000232766
KLHL2	-1.08027634	-0.07283024	-0.48746852	Autosome	Autosome	ENST00000514860
KLHL20	-1.65463842	-0.81107156	-1.27067006	Autosome	Autosome	ENST00000209884
KLHL21	-6.1841981	-2.24287843	-3.55774192	Autosome	Autosome	ENST00000377658
KLHL22	-1.98586287	-0.92364379	-1.42906294	Autosome	Autosome	ENST00000328879
KLHL23	-1.96241056	-0.78006759	-1.3676778	Autosome	Autosome	ENST00000392647
KLHL24	-1.62417761	-0.53812188	-1.10876133	Autosome	Autosome	ENST00000454652
KLHL25	-6.20444532	-2.18955939	-3.49248286	Autosome	Autosome	ENST00000337975
KLHL26	-6.0659399	-1.87087073	-2.99929564	Autosome	Autosome	ENST00000300976
KLHL28	-1.63968254	-0.53243396	-1.12125979	Autosome	Autosome	ENST00000396128
KLHL29	-2.02629302	-0.59762207	-1.34697399	Autosome	Autosome	ENST00000486442
KLHL3	-1.14622869	-0.07912445	-0.5450343	Autosome	Autosome	ENST00000309755
KLHL30	-6.16886046	-2.27161089	-3.65554532	Autosome	Autosome	ENST00000409223
KLHL31	-5.58880352	-1.32718535	-1.90686025	Autosome	Autosome	ENST00000370905
KLHL32	-2.46793136	-1.08168661	-1.58535554	Autosome	Autosome	ENST00000369261
KLHL33	-6.19831888	-2.32077315	-3.58233524	Autosome	Autosome	ENST00000344581
KLHL34	-6.02116881	-2.13003096	-3.2844429	non-par X	X (Other non-PAR)	ENST00000379499
KLHL35	-6.23226513	-2.25120995	-3.49344113	Autosome	Autosome	ENST00000539798
KLHL36	-1.55133587	-0.32800622	-1.00183662	Autosome	Autosome	ENST00000564996
KLHL38	-6.13248398	-2.09265672	-3.78312972	Autosome	Autosome	ENST00000325995
KLHL4	-1.15226104	-0.05539341	-0.44256565	non-par X	X (Other non-PAR)	ENST00000373114
KLHL40	-6.12005687	-1.97304988	-3.01394154	Autosome	Autosome	ENST00000287777
KLHL41	-5.90574167	-1.50573419	-2.19623684	Autosome	Autosome	ENST00000284669
KLHL42	-5.68330319	-1.05695966	-1.72312043	Autosome	Autosome	ENST00000381271
KLHL5	-3.40090115	-1.21128298	-1.76092967	Autosome	Autosome	ENST00000504108
KLHL6	-5.91816339	-1.62728284	-2.21999647	Autosome	Autosome	ENST00000341319
KLHL7	-3.03286616	-1.26317596	-1.7597557	Autosome	Autosome	ENST00000339077
KLHL8	-1.99925388	-1.08610364	-1.48153911	Autosome	Autosome	ENST00000273963
KLHL9	-1.20352614	-0.08210935	-0.53730897	Autosome	Autosome	ENST00000359039
KLK1	-6.155309	-1.83309608	-3.10378091	Autosome	Autosome	ENST00000301420
KLK10	-6.14507979	-1.9856951	-3.64447118	Autosome	Autosome	ENST00000309958
KLK11	-6.13909975	-2.09621277	-3.10359635	Autosome	Autosome	ENST00000594768
KLK13	-6.09195908	-1.53814865	-2.3285698	Autosome	Autosome	ENST00000595793
KLK14	-6.30086739	-2.97188638	-4.35658513	Autosome	Autosome	ENST00000391802
KLK15	-6.08251777	-1.57063225	-2.61644275	Autosome	Autosome	ENST00000598239
KLK2	-6.08177074	-1.48860545	-2.321069	Autosome	Autosome	ENST00000325321
KLK3	-6.1620743	-2.13228456	-3.55147851	Autosome	Autosome	ENST00000326003
KLK4	-6.13184893	-1.76984884	-3.15936792	Autosome	Autosome	ENST00000324041
KLK5	-5.99241337	-1.22566622	-1.84759611	Autosome	Autosome	ENST00000336334
KLK6	-5.51157598	-0.61339349	-1.48884413	Autosome	Autosome	ENST00000376851
KLK7	-6.03693972	-0.89539324	-1.69094144	Autosome	Autosome	ENST00000391807
KLK8	-6.01946941	-1.73186591	-2.52917595	Autosome	Autosome	ENST00000391806
KLK9	-6.13888194	-2.00181026	-3.0019534	Autosome	Autosome	ENST00000376832
KLKB1	-6.15379803	-2.21724224	-3.37179935	Autosome	Autosome	ENST00000264690
KLRB1	-5.94798409	-1.38061669	-1.97578266	Autosome	Autosome	ENST00000229402
KLRC1	-6.09551989	-1.77048031	-2.67076984	Autosome	Autosome	ENST00000544822
KLRC2	-6.11953009	-1.66104577	-2.53196098	Autosome	Autosome	ENST00000381902
KLRC3	-6.12471159	-2.10163787	-3.50101062	Autosome	Autosome	ENST00000381903
KLRC4	-6.04839718	-0.61187889	-1.54141574	Autosome	Autosome	ENST00000309384
KLRD1	-6.09700081	-1.46287064	-2.28914347	Autosome	Autosome	ENST00000336164
KLRF1	-6.19910079	-2.30149133	-4.28765334	Autosome	Autosome	ENST00000279544
KLRG1	-6.08073231	-1.38204953	-2.01211177	Autosome	Autosome	ENST00000356986
KLRG2	-6.20756034	-2.29950064	-3.73191533	Autosome	Autosome	ENST00000340940
KLRK1	-6.13732798	-2.16005889	-3.93581858	Autosome	Autosome	ENST00000240618
KM-PA-2	-6.12809076	-0.26797866	-1.23294018	Autosome	Autosome	ENST00000377412
KMO	-6.05683652	-1.95217067	-2.62485599	Autosome	Autosome	ENST00000366559
KMT2A	-1.05666862	-0.50677072	-0.80084982	Autosome	Autosome	ENST00000534358
KMT2B	-0.98133357	-0.24808116	-0.59449962	Autosome	Autosome	ENST00000222270
KMT2C	-4.08711723	-1.89845906	-2.59953665	Autosome	Autosome	ENST00000262189
KMT2D	-0.90357033	-0.32749221	-0.61720848	Autosome	Autosome	ENST00000301067
KMT2E	-0.82284108	-0.04654045	-0.34855816	Autosome	Autosome	ENST00000311117
KNDC1	-1.89849277	-1.28872276	-1.56226136	Autosome	Autosome	ENST00000304613
KNG1	-5.93205713	-1.6852572	-2.40770133	Autosome	Autosome	ENST00000265023
KNOP1	-5.48190216	-0.99104145	-1.68621209	Autosome	Autosome	ENST00000219837
KNSTRN	-5.397224	-1.23456325	-1.82550193	Autosome	Autosome	ENST00000249776
KNTC1	-4.44935712	-1.69596215	-2.62325607	Autosome	Autosome	ENST00000333479
KPNA1	-1.08030872	-0.07523151	-0.498762	Autosome	Autosome	ENST00000344337
KPNA2	-1.47823547	-0.31926396	-0.88721262	Autosome	Autosome	ENST00000537025
KPNA3	-1.57114982	-0.50498815	-1.08856465	Autosome	Autosome	ENST00000261667
KPNA4	-1.14782267	-0.0790331	-0.56202221	Autosome	Autosome	ENST00000334256
KPNA5	-5.96050246	-1.70386777	-2.48505307	Autosome	Autosome	ENST00000368564
KPNA6	-1.24649532	-0.24753944	-0.77888591	Autosome	Autosome	ENST00000373625
KPNA7	-6.13708758	-2.17338955	-3.48869016	Autosome	Autosome	ENST00000327442
KPNB1	-0.92100134	-0.0549494	-0.40173007	Autosome	Autosome	ENST00000290158
KPRP	-6.14530992	-1.9456052	-3.31107608	Autosome	Autosome	ENST00000368773
KPTN	-6.16380084	-2.26213997	-3.35875605	Autosome	Autosome	ENST00000338134
KRAS	-6.21296814	-2.3096177	-3.70785359	Autosome	Autosome	ENST00000256078
KRBA1	-6.03165735	-1.87807847	-2.66859833	Autosome	Autosome	ENST00000255992
KRBA2	-6.05542084	-1.68993537	-2.41351858	Autosome	Autosome	ENST00000331336
KRBOX4	-5.43706501	-0.0248793	-0.7962617	non-par X	X (Other non-PAR)	ENST00000344302
KRCC1	-6.03996916	-1.35805302	-2.09844235	Autosome	Autosome	ENST00000347055
KREMEN1	-5.18770899	-0.95128883	-1.64665737	Autosome	Autosome	ENST00000327813
KREMEN2	-3.72701317	-0.66900915	-1.49553093	Autosome	Autosome	ENST00000303746
KRI1	-4.93934051	-1.2929676	-1.98802402	Autosome	Autosome	ENST00000312962
KRIT1	-1.58196809	-0.77141642	-1.21406587	Autosome	Autosome	ENST00000394507
KRR1	-1.7167104	-0.55480976	-1.1920912	Autosome	Autosome	ENST00000229214
KRT1	-1.71894332	-0.7322069	-1.24000108	Autosome	Autosome	ENST00000252244
KRT10	-1.8344734	-0.76155715	-1.31890196	Autosome	Autosome	ENST00000269576
KRT12	-6.13807954	-2.17410488	-3.32139948	Autosome	Autosome	ENST00000251643
KRT13	-6.03013216	-1.64357739	-2.242884	Autosome	Autosome	ENST00000246635
KRT14	-5.74812802	-1.23469299	-1.83607605	Autosome	Autosome	ENST00000167586
KRT15	-6.04995967	-1.93249486	-2.83603477	Autosome	Autosome	ENST00000254043
KRT16	-6.06962227	-1.8159133	-2.88550628	Autosome	Autosome	ENST00000301653
KRT17	-6.12748605	-2.25184022	-3.60993889	Autosome	Autosome	ENST00000311208
KRT18	-1.63944244	-0.34067975	-0.99996692	Autosome	Autosome	ENST00000388835
KRT19	-5.00468583	-1.02400367	-1.68478089	Autosome	Autosome	ENST00000361566
KRT2	-4.72408309	-1.1674456	-1.78587585	Autosome	Autosome	ENST00000309680
KRT20	-6.04619331	-1.77646941	-2.55626929	Autosome	Autosome	ENST00000167588
KRT222	-6.00122924	-1.66698845	-2.30398648	Autosome	Autosome	ENST00000394052
KRT23	-6.10672057	-2.10954624	-3.41227405	Autosome	Autosome	ENST00000209718
KRT24	-6.05832722	-2.05415876	-3.297103	Autosome	Autosome	ENST00000264651
KRT25	-6.08144341	-1.91132536	-2.7840715	Autosome	Autosome	ENST00000312150
KRT26	-6.11989204	-2.23240762	-3.59346971	Autosome	Autosome	ENST00000335552
KRT27	-6.18338279	-2.27242483	-3.67788403	Autosome	Autosome	ENST00000301656
KRT28	-6.15897873	-2.2405829	-3.61778184	Autosome	Autosome	ENST00000306658
KRT3	-6.10552314	-1.92474203	-3.09662765	Autosome	Autosome	ENST00000417996
KRT31	-6.28607166	-3.35085039	-5.02643399	Autosome	Autosome	ENST00000251645
KRT32	-6.16951462	-2.28359134	-3.96678543	Autosome	Autosome	ENST00000225899
KRT33A	-6.13669372	-2.21183445	-3.5925667	Autosome	Autosome	ENST00000007735
KRT33B	-6.07944755	-2.09752632	-3.30813265	Autosome	Autosome	ENST00000251646
KRT34	-6.04477378	-1.73499389	-2.68227773	Autosome	Autosome	ENST00000394001
KRT35	-5.98854336	-1.63432436	-2.2166477	Autosome	Autosome	ENST00000393989
KRT36	-6.03921609	-2.22843556	-4.25134538	Autosome	Autosome	ENST00000328119
KRT37	-6.24782198	-4.15793934	-5.12076057	Autosome	Autosome	ENST00000225550
KRT38	-6.10995918	-1.95712384	-3.25811583	Autosome	Autosome	ENST00000246646
KRT39	-6.18403713	-2.26838503	-3.67633622	Autosome	Autosome	ENST00000355612
KRT4	-6.13265106	-2.15876949	-3.45630628	Autosome	Autosome	ENST00000551956
KRT40	-5.92609994	-1.48972733	-2.18689205	Autosome	Autosome	ENST00000377755
KRT5	-6.08572489	-1.89224343	-2.90067919	Autosome	Autosome	ENST00000252242
KRT6A	-2.88810588	-0.67039202	-1.45997235	Autosome	Autosome	ENST00000330722
KRT6B	-6.12686394	-2.02074519	-3.51888644	Autosome	Autosome	ENST00000252252
KRT6C	-6.11609854	-2.12231866	-3.63289387	Autosome	Autosome	ENST00000252250
KRT7	-5.93542721	-1.4406174	-2.01476224	Autosome	Autosome	ENST00000331817
KRT71	-6.05619956	-1.79754063	-2.57102777	Autosome	Autosome	ENST00000267119
KRT72	-5.89618755	-1.56594635	-2.12493192	Autosome	Autosome	ENST00000293745
KRT73	-6.08375593	-1.96267946	-2.96918388	Autosome	Autosome	ENST00000305748
KRT74	-6.11898751	-2.1330786	-3.5187548	Autosome	Autosome	ENST00000305620
KRT75	-6.0581148	-2.0301563	-3.00174394	Autosome	Autosome	ENST00000252245
KRT76	-6.16812802	-2.80117841	-4.41090286	Autosome	Autosome	ENST00000332411
KRT77	-6.04242708	-1.8094898	-2.66987725	Autosome	Autosome	ENST00000341809
KRT78	-6.16682519	-2.22820208	-3.53044589	Autosome	Autosome	ENST00000304620
KRT79	-6.10248431	-2.03146009	-3.0142563	Autosome	Autosome	ENST00000330553
KRT8	-6.10462767	-2.10048709	-3.38865609	Autosome	Autosome	ENST00000552150
KRT80	-6.01012933	-1.67178955	-2.32230652	Autosome	Autosome	ENST00000394815
KRT81	-6.12397369	-2.2138465	-3.17465995	Autosome	Autosome	ENST00000327741
KRT82	-6.17867143	-2.66099844	-4.12726918	Autosome	Autosome	ENST00000257974
KRT83	-5.99997349	-2.50580979	-5.40892582	Autosome	Autosome	ENST00000293670
KRT84	-6.08763234	-1.90708735	-2.72788201	Autosome	Autosome	ENST00000257951
KRT85	-6.03250331	-2.03108395	-3.04594381	Autosome	Autosome	ENST00000257901
KRT86	-6.14767285	-2.03571844	-3.16704981	Autosome	Autosome	ENST00000293525
KRT9	-5.6936794	-1.39246558	-1.95645935	Autosome	Autosome	ENST00000246662
KRTAP1-3	-5.39544093	-0.00809485	-0.94295785	Autosome	Autosome	ENST00000344363
KRTAP1-4	-5.90164365	-0.14227047	-1.102166	Autosome	Autosome	ENST00000377747
KRTAP1-5	-6.09747521	-1.08412195	-1.99578386	Autosome	Autosome	ENST00000361883
KRTAP10-1	-6.19046404	-1.91263256	-3.79356103	Autosome	Autosome	ENST00000400375
KRTAP10-10	-6.15923596	-1.61612252	-2.45352802	Autosome	Autosome	ENST00000380095
KRTAP10-11	-5.54402837	-0.35812076	-1.3455131	Autosome	Autosome	ENST00000334670
KRTAP10-12	-5.56051076	-0.34980724	-1.3387653	Autosome	Autosome	ENST00000400365
KRTAP10-2	-6.20226354	-0.36215771	-1.40727768	Autosome	Autosome	ENST00000391621
KRTAP10-3	-6.10870561	-0.66186846	-1.56225389	Autosome	Autosome	ENST00000391620
KRTAP10-4	-6.18074356	-2.12543439	-3.23394715	Autosome	Autosome	ENST00000400374
KRTAP10-5	-6.13410792	-1.77108762	-2.474236	Autosome	Autosome	ENST00000400372
KRTAP10-7	-6.20058686	-2.10677236	-3.66052648	Autosome	Autosome	ENST00000380102
KRTAP10-8	-6.13801034	-2.05510843	-4.20824971	Autosome	Autosome	ENST00000334662
KRTAP10-9	-5.90659369	-0.51162677	-1.45412099	Autosome	Autosome	ENST00000397911
KRTAP11-1	-6.06140335	-1.34804707	-1.96189948	Autosome	Autosome	ENST00000332378
KRTAP13-2	-5.83676876	-0.10888774	-1.05375823	Autosome	Autosome	ENST00000399889
KRTAP13-3	-6.19154408	-0.34235562	-1.29303767	Autosome	Autosome	ENST00000390690
KRTAP13-4	-6.24226751	-0.40670899	-4.59281628	Autosome	Autosome	ENST00000334068
KRTAP17-1	-6.00300744	-0.18542187	-1.1387897	Autosome	Autosome	ENST00000334202
KRTAP2-1	-6.12434568	-0.29626846	-1.28720484	Autosome	Autosome	ENST00000391419
KRTAP21-1	-6.22397509	-0.37405575	-1.47768437	Autosome	Autosome	ENST00000335093
KRTAP24-1	-6.21257239	-2.16571919	-4.9464593	Autosome	Autosome	ENST00000340345
KRTAP26-1	-6.12662952	-0.26348358	-1.19025319	Autosome	Autosome	ENST00000360542
KRTAP27-1	-6.23609683	-0.40099007	-1.9042671	Autosome	Autosome	ENST00000382835
KRTAP3-1	-6.11133419	-0.26346763	-1.18924152	Autosome	Autosome	ENST00000391588
KRTAP3-2	-6.12307311	-0.26046386	-1.15642659	Autosome	Autosome	ENST00000391587
KRTAP3-3	-6.19893108	-2.44544347	-4.4371517	Autosome	Autosome	ENST00000391586
KRTAP4-1	-6.18384116	-1.39581981	-2.93443311	Autosome	Autosome	ENST00000398472
KRTAP4-11	-6.14843896	-1.88831048	-3.41562428	Autosome	Autosome	ENST00000391413
KRTAP4-12	-5.56115176	-0.3510836	-1.35296619	Autosome	Autosome	ENST00000394014
KRTAP4-2	-6.19650563	-0.33619245	-1.28205664	Autosome	Autosome	ENST00000377726
KRTAP4-4	-6.24159796	-0.40100722	-1.85242801	Autosome	Autosome	ENST00000390661
KRTAP4-5	-6.05419078	-0.23859216	-1.19336698	Autosome	Autosome	ENST00000343246
KRTAP4-6	-6.17720454	-1.84224222	-3.23810292	Autosome	Autosome	ENST00000345847
KRTAP4-9	-5.89901786	-0.15176577	-1.07986522	Autosome	Autosome	ENST00000391415
KRTAP5-11	-6.18296304	-0.32532858	-1.22376851	Autosome	Autosome	ENST00000398530
KRTAP5-2	-6.13054778	-0.90964419	-1.82110113	Autosome	Autosome	ENST00000412090
KRTAP5-3	-6.0430734	-0.22772159	-1.17171438	Autosome	Autosome	ENST00000399685
KRTAP5-4	-6.20533965	-1.54813742	-2.9150601	Autosome	Autosome	ENST00000399682
KRTAP5-5	-6.20523979	-0.77527612	-1.69249971	Autosome	Autosome	ENST00000399676
KRTAP5-6	-6.16427143	-0.29682103	-1.20298534	Autosome	Autosome	ENST00000382160
KRTAP5-7	-6.18850441	-0.32895671	-1.2711103	Autosome	Autosome	ENST00000398536
KRTAP5-8	-6.17746542	-0.32287457	-1.16842781	Autosome	Autosome	ENST00000398534
KRTAP5-9	-6.19107396	-1.19534434	-3.02666301	Autosome	Autosome	ENST00000528743
KRTAP6-1	-6.16064982	-0.28073801	-1.2004353	Autosome	Autosome	ENST00000329122
KRTAP6-3	-6.11008386	-0.26084906	-1.21493174	Autosome	Autosome	ENST00000391624
KRTAP8-1	-6.1703147	-0.3040524	-1.16665232	Autosome	Autosome	ENST00000329621
KRTAP9-2	-6.25763808	-0.39282386	-1.56610684	Autosome	Autosome	ENST00000377721
KRTAP9-6	-6.03723086	-0.50806443	-2.36373431	Autosome	Autosome	ENST00000391355
KRTAP9-7	-6.03102126	-0.51700852	-1.53099272	Autosome	Autosome	ENST00000391354
KRTAP9-9	-6.01916813	-0.50607191	-2.19652202	Autosome	Autosome	ENST00000394008
KRTCAP2	-6.19434428	-2.09741124	-3.98387989	Autosome	Autosome	ENST00000295682
KRTCAP3	-6.00033369	-1.14291633	-1.92425568	Autosome	Autosome	ENST00000543753
KRTDAP	-5.3616762	-0.57902138	-1.47716596	Autosome	Autosome	ENST00000338897
KSR1	-1.83703547	-0.97316788	-1.40283073	Autosome	Autosome	ENST00000398988
KSR2	-0.97487959	-0.06488723	-0.41715083	Autosome	Autosome	ENST00000339824
KTI12	-3.49541723	-0.00735685	-0.85354757	Autosome	Autosome	ENST00000371614
KTN1	-1.83742817	-1.31547373	-1.5617785	Autosome	Autosome	ENST00000395314
KXD1	-6.07468941	-0.91610282	-1.70806574	Autosome	Autosome	ENST00000602094
KY	-5.90195199	-1.64910389	-2.39219525	Autosome	Autosome	ENST00000423778
KYNU	-6.03616688	-2.06756665	-3.40387183	Autosome	Autosome	ENST00000264170
L1CAM	-1.06903097	-0.15913832	-0.5801877	non-par X	X (Other non-PAR)	ENST00000370060
L2HGDH	-5.49204046	-1.3395444	-1.91470379	Autosome	Autosome	ENST00000267436
L34079.2	-6.15230503	-2.00352419	-4.37979976	Autosome	Autosome	ENST00000594374
L3HYPDH	-6.2233845	-2.34430068	-3.81738541	Autosome	Autosome	ENST00000247194
L3MBTL1	-6.12243192	-2.2253102	-3.24653692	Autosome	Autosome	ENST00000427442
L3MBTL2	-3.092088	-1.35024294	-1.81288848	Autosome	Autosome	ENST00000216237
L3MBTL3	-6.00888422	-2.12018458	-3.24500692	Autosome	Autosome	ENST00000529410
L3MBTL4	-6.18463171	-2.28512496	-3.44446831	Autosome	Autosome	ENST00000284898
LACC1	-5.85573165	-1.39142941	-1.96536114	Autosome	Autosome	ENST00000441843
LACE1	-6.04316131	-1.88867813	-2.7310442	Autosome	Autosome	ENST00000368977
LACRT	-6.22984544	-2.280312	-4.02103229	Autosome	Autosome	ENST00000257867
LACTB	-2.00003376	-0.54827655	-1.29792106	Autosome	Autosome	ENST00000261893
LACTB2	-6.09487344	-1.79788986	-2.43114414	Autosome	Autosome	ENST00000276590
LAD1	-6.15329864	-2.30397327	-3.96274949	Autosome	Autosome	ENST00000391967
LAG3	-1.75413278	-0.56218608	-1.18806752	Autosome	Autosome	ENST00000203629
LAGE3	-6.02685235	-1.06639758	-2.23730278	non-par X	X (Other non-PAR)	ENST00000357360
LAIR1	-6.13914111	-2.26775356	-3.50872158	Autosome	Autosome	ENST00000391742
LALBA	-5.32378029	-0.00940113	-0.94081755	Autosome	Autosome	ENST00000301046
LAMA1	-3.88660122	-1.72248392	-2.45415393	Autosome	Autosome	ENST00000389658
LAMA2	-2.80369637	-1.70911089	-2.09838248	Autosome	Autosome	ENST00000421865
LAMA3	-2.62401595	-1.67672333	-2.02902223	Autosome	Autosome	ENST00000313654
LAMA4	-2.49809575	-1.56934363	-1.88549361	Autosome	Autosome	ENST00000230538
LAMA5	-1.84219142	-1.43145292	-1.62108469	Autosome	Autosome	ENST00000252999
LAMB1	-2.1236226	-1.51581598	-1.76381176	Autosome	Autosome	ENST00000222399
LAMB2	-2.51616908	-1.57836942	-1.91641349	Autosome	Autosome	ENST00000418109
LAMB3	-5.90254621	-1.92865277	-2.99071783	Autosome	Autosome	ENST00000391911
LAMB4	-5.7262551	-1.85818798	-2.74408744	Autosome	Autosome	ENST00000388781
LAMC1	-1.30154226	-0.58798673	-0.99005431	Autosome	Autosome	ENST00000258341
LAMC2	-2.92749774	-1.45563308	-1.91231006	Autosome	Autosome	ENST00000264144
LAMC3	-5.97520703	-1.96842586	-2.87977781	Autosome	Autosome	ENST00000361069
LAMP1	-1.40191928	-0.09405061	-0.69682681	Autosome	Autosome	ENST00000332556
LAMP2	-2.24428331	-0.17262078	-1.10336771	non-par X	X (Other non-PAR)	ENST00000434600
LAMP3	-1.41625855	-0.09879154	-0.71347127	Autosome	Autosome	ENST00000265598
LAMP5	-6.19733775	-2.20555768	-3.40895092	Autosome	Autosome	ENST00000246070
LAMTOR1	-5.47766051	-0.32074973	-1.34329507	Autosome	Autosome	ENST00000278671
LAMTOR2	-2.82229186	-0.00433792	-0.79688747	Autosome	Autosome	ENST00000368305
LAMTOR3	-1.66859692	-0.07340836	-0.76342015	Autosome	Autosome	ENST00000499666
LAMTOR4	-6.15527292	-1.97291702	-4.45428561	Autosome	Autosome	ENST00000341942
LAMTOR5	-5.82982355	-0.45549854	-1.39883071	Autosome	Autosome	ENST00000256644
LANCL1	-1.52683528	-0.32130766	-0.95657546	Autosome	Autosome	ENST00000443314
LANCL2	-1.78489091	-0.75310323	-1.31414412	Autosome	Autosome	ENST00000254770
LANCL3	-4.35421997	-0.12170671	-1.20405504	non-par X	X (Other non-PAR)	ENST00000378619
LAP3	-5.79197443	-1.45186227	-2.02649777	Autosome	Autosome	ENST00000226299
LAPTM4A	-5.17651858	-0.79000999	-1.578497	Autosome	Autosome	ENST00000175091
LAPTM4B	-6.14415731	-2.16887677	-3.79812234	Autosome	Autosome	ENST00000445593
LAPTM5	-4.57028281	-0.20141254	-1.24234097	Autosome	Autosome	ENST00000294507
LARGE	-1.63736531	-0.80040792	-1.24532253	Autosome	Autosome	ENST00000354992
LARP1	-0.86183803	-0.05032579	-0.38514722	Autosome	Autosome	ENST00000336314
LARP1B	-2.70908282	-1.43355713	-1.85046419	Autosome	Autosome	ENST00000326639
LARP4	-2.11130788	-1.27025492	-1.60779502	Autosome	Autosome	ENST00000398473
LARP4B	-1.01998488	-0.06581807	-0.44855937	Autosome	Autosome	ENST00000316157
LARP6	-1.53241225	-0.08894787	-0.71454199	Autosome	Autosome	ENST00000299213
LARP7	-6.16285072	-2.18815423	-4.06585568	Autosome	Autosome	ENST00000509061
LARS	-5.7624792	-1.74322744	-2.53316185	Autosome	Autosome	ENST00000394434
LARS2	-5.5953067	-1.48223285	-2.18728986	Autosome	Autosome	ENST00000415258
LAS1L	-1.07676357	-0.05438464	-0.42795175	non-par X	X (Other non-PAR)	ENST00000374811
LASP1	-1.36133228	-0.09480385	-0.70281672	Autosome	Autosome	ENST00000318008
LAT	-1.53287208	-0.32561026	-0.95468155	Autosome	Autosome	ENST00000395461
